product_name,category,min_price_inr,max_price_inr,price_unit,raw_price,supplier_name,location,state,verified,rating,review_count,min_order_qty,description,product_url,scraped_at,data_source
RF Signal Amplifier,Electronics,4770.58,9754.78,Pack of 10,"₹4,771 - ₹9,755/Unit",Premier Solutions,Gurgaon,Haryana,False,4.0,47,1 Unit,High-quality rf signal amplifier sourced directly from manufacturers.,,2026-06-12T12:55:32.818591,synthetic
Industrial Epoxy Resin,Chemical & Pharma,15685.71,19147.96,Litre,"₹15,686 - ₹19,148/Litre",New Works,Coimbatore,Tamil Nadu,True,4.2,406,50 Kg,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828411,synthetic
Wool Worsted Suiting,Textiles & Apparel,386.26,766.5,Roll,₹386 - ₹766/Roll,Premier Corporation,Kanpur,Uttar Pradesh,True,3.7,459,500 Roll,High-quality wool worsted suiting sourced directly from manufacturers.,,2026-06-12T12:55:32.824325,synthetic
Industrial Epoxy Resin,Chemical & Pharma,4400.86,7337.35,Litre,"₹4,401 - ₹7,337/Drum",Anand International,Jaipur,Rajasthan,False,,,1 MT,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828323,synthetic
Zinc Oxide Powder,Chemical & Pharma,21414.48,49257.7,Bag,"₹21,414 - ₹49,258/Bag",Star Industries,Vadodara,Gujarat,False,3.5,285,100 Bag,High-quality zinc oxide powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831163,synthetic
BLDC Motor Controller,Electronics,20179.7,30352.68,Pack of 10,"₹20,180 - ₹30,353/Pack of 100",Premier Works,Hyderabad,Telangana,False,,,5 Pack of 100,High-quality bldc motor controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817754,synthetic
Vertical Machining Centre,Industrial Machinery,284782.3,703010.65,Unit,"₹284,782 - ₹703,011/Piece",Global Manufacturers,Ludhiana,Punjab,True,4.9,24,10 Unit,High-quality vertical machining centre sourced directly from manufacturers.,,2026-06-12T12:55:32.813610,synthetic
SMD Capacitor Kit,Electronics,26018.08,32105.99,Pack of 100,"₹26,018 - ₹32,106/Pack of 100",Raj Works,Bangalore,Karnataka,False,4.7,390,500 Unit,High-quality smd capacitor kit sourced directly from manufacturers.,,2026-06-12T12:55:32.817966,synthetic
Industrial PLC Controller,Electronics,4218.41,6281.67,Pack of 100,"₹4,218 - ₹6,282/Pack of 100",Royal Exports,Surat,Gujarat,True,4.7,38,100 Pack of 100,High-quality industrial plc controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817497,synthetic
Variable Frequency Drive,Electronics,14192.98,18906.31,Pack of 10,"₹14,193 - ₹18,906/Pack of 10",Anand Manufacturers,Ludhiana,Punjab,True,3.9,28,50 Pack of 100,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819577,synthetic
Industrial UPS System,Electronics,22241.3,47846.94,Pack of 100,"₹22,241 - ₹47,847/Pack of 10",New Solutions,Rajkot,Gujarat,True,3.7,160,100 Piece,High-quality industrial ups system sourced directly from manufacturers.,,2026-06-12T12:55:32.819308,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,26790.87,38150.33,Bag,"₹26,791 - ₹38,150/Bag",Anand International,Ludhiana,Punjab,False,,,100 Bag,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828631,synthetic
Linen Blend Shirt Fabric,Textiles & Apparel,77.72,98.31,Roll,₹78 - ₹98/Roll,Advanced Industries,Rajkot,Gujarat,False,4.5,430,1 Meter,High-quality linen blend shirt fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823848,synthetic
RFID Reader Module,Electronics,8481.45,20302.06,Pack of 10,"₹8,481 - ₹20,302/Pack of 10",Bharat Exports,Faridabad,Haryana,True,4.2,274,100 Unit,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820544,synthetic
Bamboo Terry Towel,Textiles & Apparel,1121.55,2645.29,Piece,"₹1,122 - ₹2,645/Roll",Royal Pvt Ltd,Vadodara,Gujarat,True,4.1,392,100 Kg,High-quality bamboo terry towel sourced directly from manufacturers.,,2026-06-12T12:55:32.822933,synthetic
Soybean Oil Crude,Agricultural Products,1605.97,2926.22,MT,"₹1,606 - ₹2,926/Kg",Anand Manufacturers,Hyderabad,Telangana,True,4.1,296,1 MT,High-quality soybean oil crude sourced directly from manufacturers.,,2026-06-12T12:55:32.832474,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,24649.91,44456.82,Kg,"₹24,650 - ₹44,457/Drum",Royal Industries,Hyderabad,Telangana,True,4.4,392,1 Kg,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.829019,synthetic
Temperature Sensor Module,Electronics,5267.37,12929.69,Pack of 10,"₹5,267 - ₹12,930/Pack of 100",Global Traders,Gurgaon,Haryana,True,,,5 Pack of 10,High-quality temperature sensor module sourced directly from manufacturers.,,2026-06-12T12:55:32.818874,synthetic
Castor Seeds,Agricultural Products,2530.8,6098.39,Kg,"₹2,531 - ₹6,098/MT",Sri Manufacturers,Ludhiana,Punjab,False,,,500 Bag (50 Kg),High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833590,synthetic
Citric Acid Monohydrate,Chemical & Pharma,28904.42,58643.93,Drum,"₹28,904 - ₹58,644/Drum",Sri Solutions,Hyderabad,Telangana,True,3.7,291,5 Litre,High-quality citric acid monohydrate sourced directly from manufacturers.,,2026-06-12T12:55:32.828674,synthetic
Mango Pulp Alphonso,Agricultural Products,2442.35,3089.19,Kg,"₹2,442 - ₹3,089/Ton",Star Enterprises,Coimbatore,Tamil Nadu,True,3.5,156,10 MT,High-quality mango pulp alphonso sourced directly from manufacturers.,,2026-06-12T12:55:32.834278,synthetic
Banana Powder Spray Dried,Agricultural Products,2050.26,5000.03,Ton,"₹2,050 - ₹5,000/Quintal",National Works,Indore,Madhya Pradesh,True,4.4,243,100 MT,High-quality banana powder spray dried sourced directly from manufacturers.,,2026-06-12T12:55:32.834443,synthetic
RFID Reader Module,Electronics,2803.77,3843.23,Pack of 100,"₹2,804 - ₹3,843/Piece",Sri Manufacturers,Kolkata,West Bengal,True,3.9,487,50 Pack of 10,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820393,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,3612.89,8697.9,Litre,"₹3,613 - ₹8,698/Litre",Modern Works,Chennai,Tamil Nadu,True,,,50 Kg,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828540,synthetic
Belt Conveyor System,Industrial Machinery,2094325.64,4417420.15,Piece,"₹2,094,326 - ₹4,417,420/Set",Bharat Solutions,Vadodara,Gujarat,True,3.8,112,1 Set,High-quality belt conveyor system sourced directly from manufacturers.,,2026-06-12T12:55:32.811251,synthetic
Black Pepper Whole,Agricultural Products,2816.41,5406.03,Quintal,"₹2,816 - ₹5,406/Kg",Anand Corporation,Mumbai,Maharashtra,True,,,50 Ton,High-quality black pepper whole sourced directly from manufacturers.,,2026-06-12T12:55:32.832271,synthetic
BLDC Motor Controller,Electronics,14686.55,17181.39,Piece,"₹14,687 - ₹17,181/Unit",Anand Solutions,Mumbai,Maharashtra,True,,,10 Pack of 10,High-quality bldc motor controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817827,synthetic
Variable Frequency Drive,Electronics,13038.27,26674.1,Pack of 10,"₹13,038 - ₹26,674/Pack of 100",Shree Pvt Ltd,Bangalore,Karnataka,False,4.0,97,5 Pack of 10,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819681,synthetic
Hand Woven Khadi Cloth,Textiles & Apparel,593.66,1196.52,Roll,"₹594 - ₹1,197/Kg",New Traders,Indore,Madhya Pradesh,True,4.0,68,5 Piece,High-quality hand woven khadi cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.825876,synthetic
Citric Acid Monohydrate,Chemical & Pharma,19593.5,25328.58,Drum,"₹19,594 - ₹25,329/MT",Modern Pvt Ltd,Delhi,Delhi,True,4.4,430,100 Bag,High-quality citric acid monohydrate sourced directly from manufacturers.,,2026-06-12T12:55:32.828722,synthetic
Zinc Oxide Powder,Chemical & Pharma,20813.31,24707.53,MT,"₹20,813 - ₹24,708/Bag",Raj Industries,Noida,Uttar Pradesh,False,4.5,223,10 Kg,High-quality zinc oxide powder sourced directly from manufacturers.,,2026-06-12T12:55:32.831142,synthetic
Plasma Cutting Machine,Industrial Machinery,428119.63,604720.97,Set,"₹428,120 - ₹604,721/Piece",Global Industries,Nagpur,Maharashtra,True,3.7,434,5 Unit,High-quality plasma cutting machine sourced directly from manufacturers.,,2026-06-12T12:55:32.814955,synthetic
Industrial UPS System,Electronics,29176.27,40278.96,Pack of 100,"₹29,176 - ₹40,279/Piece",Anand International,Coimbatore,Tamil Nadu,True,4.7,138,5 Pack of 100,High-quality industrial ups system sourced directly from manufacturers.,,2026-06-12T12:55:32.819285,synthetic
CNC Milling Machine,Industrial Machinery,1609407.53,2261178.7,Piece,"₹1,609,408 - ₹2,261,179/Set",National Enterprises,Kanpur,Uttar Pradesh,True,4.5,286,5 Piece,High-quality cnc milling machine sourced directly from manufacturers.,,2026-06-12T12:55:32.810854,synthetic
Linen Blend Shirt Fabric,Textiles & Apparel,1096.46,2050.34,Meter,"₹1,096 - ₹2,050/Piece",Global Traders,Bangalore,Karnataka,False,,,500 Piece,High-quality linen blend shirt fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823770,synthetic
Activated Carbon Powder,Chemical & Pharma,25571.11,32891.2,MT,"₹25,571 - ₹32,891/Drum",New Exports,Faridabad,Haryana,False,4.5,62,500 MT,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827505,synthetic
Citric Acid Monohydrate,Chemical & Pharma,15147.08,33520.22,Litre,"₹15,147 - ₹33,520/MT",National Pvt Ltd,Pune,Maharashtra,True,4.6,140,50 Bag,High-quality citric acid monohydrate sourced directly from manufacturers.,,2026-06-12T12:55:32.828773,synthetic
Spandex Knit Fabric,Textiles & Apparel,567.02,1126.58,Kg,"₹567 - ₹1,127/Piece",Premier Manufacturers,Ahmedabad,Gujarat,True,,,50 Meter,High-quality spandex knit fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823694,synthetic
Screw Conveyor,Industrial Machinery,1710366.18,2061993.52,Piece,"₹1,710,366 - ₹2,061,994/Set",Star Traders,Pune,Maharashtra,False,4.3,253,5 Piece,High-quality screw conveyor sourced directly from manufacturers.,,2026-06-12T12:55:32.816173,synthetic
Spandex Knit Fabric,Textiles & Apparel,634.37,1081.5,Piece,"₹634 - ₹1,082/Meter",Apex Exports,Delhi,Delhi,True,,,100 Meter,High-quality spandex knit fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823649,synthetic
Lathe Machine,Industrial Machinery,1231684.12,2262340.34,Set,"₹1,231,684 - ₹2,262,340/Set",Shree Works,Jaipur,Rajasthan,False,4.1,395,50 Unit,High-quality lathe machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811879,synthetic
Industrial Canvas Fabric,Textiles & Apparel,49.26,95.83,Meter,₹49 - ₹96/Kg,Royal Solutions,Hyderabad,Telangana,True,,,5 Roll,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826023,synthetic
Heat Treatment Furnace,Industrial Machinery,881731.41,1309315.76,Unit,"₹881,731 - ₹1,309,316/Set",Anand Industries,Chennai,Tamil Nadu,True,4.5,407,5 Piece,High-quality heat treatment furnace sourced directly from manufacturers.,,2026-06-12T12:55:32.815413,synthetic
LCD Display Panel,Electronics,24725.72,48372.95,Pack of 10,"₹24,726 - ₹48,373/Unit",Sri International,Nagpur,Maharashtra,False,,,1 Unit,High-quality lcd display panel sourced directly from manufacturers.,,2026-06-12T12:55:32.819053,synthetic
Industrial Canvas Fabric,Textiles & Apparel,990.9,1474.35,Meter,"₹991 - ₹1,474/Kg",Global Traders,Noida,Uttar Pradesh,False,4.2,14,500 Piece,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826158,synthetic
Industrial Pump,Industrial Machinery,994098.75,1923202.51,Unit,"₹994,099 - ₹1,923,203/Piece",Raj Enterprises,Ahmedabad,Gujarat,True,4.6,333,1 Unit,High-quality industrial pump sourced directly from manufacturers.,,2026-06-12T12:55:32.813987,synthetic
Activated Carbon Powder,Chemical & Pharma,2503.3,5810.9,Bag,"₹2,503 - ₹5,811/MT",National Corporation,Coimbatore,Tamil Nadu,False,4.6,231,5 Litre,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827630,synthetic
RFID Reader Module,Electronics,16137.7,39103.59,Pack of 100,"₹16,138 - ₹39,104/Pack of 10",Raj Corporation,Coimbatore,Tamil Nadu,False,4.6,109,5 Unit,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820597,synthetic
Activated Carbon Powder,Chemical & Pharma,19686.9,47815.53,Bag,"₹19,687 - ₹47,816/Litre",Anand Enterprises,Pune,Maharashtra,True,4.9,409,500 MT,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827466,synthetic
Arduino Mega Development Board,Electronics,25815.58,31547.11,Pack of 10,"₹25,816 - ₹31,547/Piece",New Enterprises,Vadodara,Gujarat,True,,,10 Pack of 100,High-quality arduino mega development board sourced directly from manufacturers.,,2026-06-12T12:55:32.816493,synthetic
Fresh Pomegranate Arils,Agricultural Products,1208.81,2771.38,Quintal,"₹1,209 - ₹2,771/Kg",Indian Exports,Bangalore,Karnataka,True,4.4,161,100 Bag (50 Kg),High-quality fresh pomegranate arils sourced directly from manufacturers.,,2026-06-12T12:55:32.832864,synthetic
Hydrochloric Acid Industrial,Chemical & Pharma,18800.69,44462.22,Bag,"₹18,801 - ₹44,462/Drum",Royal Traders,Kanpur,Uttar Pradesh,False,3.8,206,5 Kg,High-quality hydrochloric acid industrial sourced directly from manufacturers.,,2026-06-12T12:55:32.827178,synthetic
Servo Motor Driver,Electronics,4084.99,7325.74,Pack of 10,"₹4,085 - ₹7,326/Pack of 100",Royal Works,Noida,Uttar Pradesh,False,,,500 Piece,High-quality servo motor driver sourced directly from manufacturers.,,2026-06-12T12:55:32.821084,synthetic
Tamarind Block Seedless,Agricultural Products,1819.6,3095.15,Ton,"₹1,820 - ₹3,095/MT",New Exports,Jaipur,Rajasthan,False,5.0,474,500 Ton,High-quality tamarind block seedless sourced directly from manufacturers.,,2026-06-12T12:55:32.835051,synthetic
Jaw Crusher,Industrial Machinery,1348542.71,2792104.93,Set,"₹1,348,543 - ₹2,792,105/Set",Anand Works,Ahmedabad,Gujarat,True,,,100 Piece,High-quality jaw crusher sourced directly from manufacturers.,,2026-06-12T12:55:32.816375,synthetic
Raspberry Pi 4 Module,Electronics,16603.41,18784.54,Pack of 100,"₹16,603 - ₹18,785/Unit",Royal Industries,Mumbai,Maharashtra,True,,,100 Piece,High-quality raspberry pi 4 module sourced directly from manufacturers.,,2026-06-12T12:55:32.816927,synthetic
Soybean Oil Crude,Agricultural Products,1102.08,1283.42,MT,"₹1,102 - ₹1,283/Bag (50 Kg)",Bharat Corporation,Ahmedabad,Gujarat,False,4.1,392,500 Ton,High-quality soybean oil crude sourced directly from manufacturers.,,2026-06-12T12:55:32.832554,synthetic
IoT Gateway Device,Electronics,6159.83,11301.44,Pack of 10,"₹6,160 - ₹11,301/Pack of 100",Anand Solutions,Rajkot,Gujarat,True,,,500 Unit,High-quality iot gateway device sourced directly from manufacturers.,,2026-06-12T12:55:32.820271,synthetic
Linen Blend Shirt Fabric,Textiles & Apparel,408.47,673.95,Meter,₹408 - ₹674/Piece,Bharat Works,Kolkata,West Bengal,True,3.7,374,500 Roll,High-quality linen blend shirt fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823924,synthetic
Industrial Ethernet Switch,Electronics,14634.79,17676.01,Pack of 10,"₹14,635 - ₹17,676/Pack of 10",Global Industries,Gurgaon,Haryana,False,,,500 Piece,High-quality industrial ethernet switch sourced directly from manufacturers.,,2026-06-12T12:55:32.820768,synthetic
Calcium Carbonate Powder,Chemical & Pharma,17254.87,25881.53,Litre,"₹17,255 - ₹25,882/Drum",Sri Exports,Kolkata,West Bengal,True,3.9,4,100 Litre,High-quality calcium carbonate powder sourced directly from manufacturers.,,2026-06-12T12:55:32.829730,synthetic
Sesame Seeds Natural,Agricultural Products,2565.88,3130.25,Kg,"₹2,566 - ₹3,130/MT",Apex Traders,Pune,Maharashtra,True,4.4,280,1 MT,High-quality sesame seeds natural sourced directly from manufacturers.,,2026-06-12T12:55:32.833351,synthetic
IoT Gateway Device,Electronics,24908.01,59073.21,Pack of 10,"₹24,908 - ₹59,073/Unit",Star Corporation,Rajkot,Gujarat,True,4.4,398,500 Piece,High-quality iot gateway device sourced directly from manufacturers.,,2026-06-12T12:55:32.820312,synthetic
Polyethylene Glycol,Chemical & Pharma,9514.03,15264.67,Kg,"₹9,514 - ₹15,265/MT",Advanced Industries,Chennai,Tamil Nadu,True,,,10 Bag,High-quality polyethylene glycol sourced directly from manufacturers.,,2026-06-12T12:55:32.829474,synthetic
Welding Robot,Industrial Machinery,2760512.71,3251299.65,Unit,"₹2,760,513 - ₹3,251,300/Set",National Pvt Ltd,Ludhiana,Punjab,False,4.3,203,10 Piece,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814567,synthetic
SMD Capacitor Kit,Electronics,4811.38,11559.11,Pack of 10,"₹4,811 - ₹11,559/Piece",Premier Traders,Surat,Gujarat,False,3.6,341,500 Pack of 10,High-quality smd capacitor kit sourced directly from manufacturers.,,2026-06-12T12:55:32.818070,synthetic
Polyethylene Glycol,Chemical & Pharma,5754.48,9197.87,Kg,"₹5,754 - ₹9,198/Bag",Royal Pvt Ltd,Rajkot,Gujarat,False,4.5,472,100 MT,High-quality polyethylene glycol sourced directly from manufacturers.,,2026-06-12T12:55:32.829349,synthetic
Cotton Seed,Agricultural Products,44.5,96.41,Ton,₹44 - ₹96/Bag (50 Kg),Shree Corporation,Bangalore,Karnataka,False,4.9,41,50 Quintal,High-quality cotton seed sourced directly from manufacturers.,,2026-06-12T12:55:32.833262,synthetic
Bamboo Terry Towel,Textiles & Apparel,83.87,151.83,Kg,₹84 - ₹152/Kg,Shree Exports,Pune,Maharashtra,True,,,50 Meter,High-quality bamboo terry towel sourced directly from manufacturers.,,2026-06-12T12:55:32.823083,synthetic
Industrial Canvas Fabric,Textiles & Apparel,250.94,293.9,Kg,₹251 - ₹294/Piece,National Works,Kanpur,Uttar Pradesh,True,5.0,202,100 Meter,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826047,synthetic
Solar Charge Controller,Electronics,18442.49,35863.58,Unit,"₹18,442 - ₹35,864/Pack of 100",Raj Exports,Coimbatore,Tamil Nadu,True,4.2,45,5 Pack of 10,High-quality solar charge controller sourced directly from manufacturers.,,2026-06-12T12:55:32.818712,synthetic
Industrial Epoxy Resin,Chemical & Pharma,13597.15,33656.73,Bag,"₹13,597 - ₹33,657/Litre",National Traders,Noida,Uttar Pradesh,True,4.4,274,10 Bag,High-quality industrial epoxy resin sourced directly from manufacturers.,,2026-06-12T12:55:32.828285,synthetic
Tamarind Block Seedless,Agricultural Products,1565.8,2363.67,MT,"₹1,566 - ₹2,364/Quintal",Anand Manufacturers,Kolkata,West Bengal,True,,,5 Bag (50 Kg),High-quality tamarind block seedless sourced directly from manufacturers.,,2026-06-12T12:55:32.835013,synthetic
Vertical Machining Centre,Industrial Machinery,55818.28,91630.53,Set,"₹55,818 - ₹91,631/Piece",Star Traders,Hyderabad,Telangana,True,4.2,61,100 Set,High-quality vertical machining centre sourced directly from manufacturers.,,2026-06-12T12:55:32.813255,synthetic
Variable Frequency Drive,Electronics,4339.56,9983.03,Unit,"₹4,340 - ₹9,983/Piece",Shree International,Chennai,Tamil Nadu,True,4.4,91,10 Pack of 10,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819598,synthetic
Fresh Pomegranate Arils,Agricultural Products,103.66,199.19,MT,₹104 - ₹199/Kg,Anand Enterprises,Faridabad,Haryana,False,4.7,243,500 Bag (50 Kg),High-quality fresh pomegranate arils sourced directly from manufacturers.,,2026-06-12T12:55:32.832953,synthetic
Hydrochloric Acid Industrial,Chemical & Pharma,22109.57,52917.51,Litre,"₹22,110 - ₹52,918/MT",Apex Industries,Pune,Maharashtra,True,4.7,423,10 Drum,High-quality hydrochloric acid industrial sourced directly from manufacturers.,,2026-06-12T12:55:32.827075,synthetic
RFID Reader Module,Electronics,28448.94,36776.58,Pack of 10,"₹28,449 - ₹36,777/Pack of 100",Modern Industries,Vadodara,Gujarat,True,3.8,323,5 Pack of 100,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820461,synthetic
Industrial Salt,Chemical & Pharma,29616.65,51143.94,Litre,"₹29,617 - ₹51,144/Litre",New Industries,Kanpur,Uttar Pradesh,True,4.3,125,1 Drum,High-quality industrial salt sourced directly from manufacturers.,,2026-06-12T12:55:32.830773,synthetic
Digital Oscilloscope,Electronics,2447.19,2703.52,Piece,"₹2,447 - ₹2,704/Pack of 10",Indian International,Faridabad,Haryana,True,4.5,147,50 Piece,High-quality digital oscilloscope sourced directly from manufacturers.,,2026-06-12T12:55:32.821528,synthetic
Benzoic Acid,Chemical & Pharma,9884.08,11653.45,Litre,"₹9,884 - ₹11,653/MT",Shree Industries,Pune,Maharashtra,True,,,50 Litre,High-quality benzoic acid sourced directly from manufacturers.,,2026-06-12T12:55:32.831373,synthetic
Organic Cotton Fabric,Textiles & Apparel,297.14,416.29,Kg,₹297 - ₹416/Roll,Raj Industries,Surat,Gujarat,False,,,1 Meter,High-quality organic cotton fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.821851,synthetic
BLDC Motor Controller,Electronics,23433.17,43824.55,Piece,"₹23,433 - ₹43,825/Unit",New Solutions,Nagpur,Maharashtra,True,,,10 Piece,High-quality bldc motor controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817849,synthetic
Basmati Rice Long Grain,Agricultural Products,2096.67,3434.21,Ton,"₹2,097 - ₹3,434/Quintal",Anand Solutions,Gurgaon,Haryana,False,3.5,218,500 Ton,High-quality basmati rice long grain sourced directly from manufacturers.,,2026-06-12T12:55:32.831559,synthetic
Net Embroidered Lace,Textiles & Apparel,1008.38,2159.45,Piece,"₹1,008 - ₹2,159/Kg",Anand Works,Jaipur,Rajasthan,True,,,500 Roll,High-quality net embroidered lace sourced directly from manufacturers.,,2026-06-12T12:55:32.824815,synthetic
Ammonium Sulphate,Chemical & Pharma,2398.9,2816.97,Drum,"₹2,399 - ₹2,817/Kg",Shree Enterprises,Ludhiana,Punjab,False,4.4,245,10 Kg,High-quality ammonium sulphate sourced directly from manufacturers.,,2026-06-12T12:55:32.830613,synthetic
Three Phase Inverter,Electronics,4516.88,5332.72,Pack of 10,"₹4,517 - ₹5,333/Pack of 100",Global Traders,Indore,Madhya Pradesh,False,4.9,330,50 Piece,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819819,synthetic
Isopropyl Alcohol 99%,Chemical & Pharma,2811.87,6492.19,Bag,"₹2,812 - ₹6,492/Litre",Royal Enterprises,Chennai,Tamil Nadu,True,4.7,289,100 Bag,High-quality isopropyl alcohol 99% sourced directly from manufacturers.,,2026-06-12T12:55:32.827405,synthetic
Sodium Silicate Solution,Chemical & Pharma,13666.85,27846.84,Kg,"₹13,667 - ₹27,847/Kg",New Industries,Surat,Gujarat,False,4.5,83,500 Drum,High-quality sodium silicate solution sourced directly from manufacturers.,,2026-06-12T12:55:32.830483,synthetic
Denim Twill Fabric,Textiles & Apparel,305.93,439.34,Piece,₹306 - ₹439/Piece,National Manufacturers,Jaipur,Rajasthan,False,3.6,344,5 Roll,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823165,synthetic
Reflective Safety Vest,Textiles & Apparel,334.4,690.56,Piece,₹334 - ₹691/Piece,Premier Industries,Faridabad,Haryana,True,4.9,252,100 Kg,High-quality reflective safety vest sourced directly from manufacturers.,,2026-06-12T12:55:32.825089,synthetic
Industrial Grinder,Industrial Machinery,1356217.87,2433545.09,Unit,"₹1,356,218 - ₹2,433,545/Piece",Premier Enterprises,Jaipur,Rajasthan,False,4.7,453,50 Set,High-quality industrial grinder sourced directly from manufacturers.,,2026-06-12T12:55:32.814986,synthetic
Injection Molding Machine,Industrial Machinery,2250837.42,2533371.83,Set,"₹2,250,837 - ₹2,533,372/Piece",New Enterprises,Rajkot,Gujarat,False,,,5 Piece,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.812000,synthetic
Antibacterial Sports Fabric,Textiles & Apparel,487.72,881.73,Kg,₹488 - ₹882/Meter,National Pvt Ltd,Ahmedabad,Gujarat,False,4.5,53,10 Kg,High-quality antibacterial sports fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826490,synthetic
Ammonium Sulphate,Chemical & Pharma,20339.49,28244.64,Drum,"₹20,339 - ₹28,245/Kg",Bharat Exports,Nagpur,Maharashtra,True,3.6,220,10 Bag,High-quality ammonium sulphate sourced directly from manufacturers.,,2026-06-12T12:55:32.830719,synthetic
CNC Milling Machine,Industrial Machinery,1923688.99,2089637.17,Piece,"₹1,923,689 - ₹2,089,637/Set",Bharat Solutions,Surat,Gujarat,False,,,1 Set,High-quality cnc milling machine sourced directly from manufacturers.,,2026-06-12T12:55:32.810594,synthetic
Printed Voile Fabric,Textiles & Apparel,1097.76,1859.03,Piece,"₹1,098 - ₹1,859/Roll",New Manufacturers,Mumbai,Maharashtra,True,3.7,175,5 Meter,High-quality printed voile fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.824152,synthetic
Isopropyl Alcohol 99%,Chemical & Pharma,11431.23,28205.53,MT,"₹11,431 - ₹28,206/Litre",Apex International,Rajkot,Gujarat,False,3.6,92,10 Drum,High-quality isopropyl alcohol 99% sourced directly from manufacturers.,,2026-06-12T12:55:32.827304,synthetic
Industrial Grinder,Industrial Machinery,1529373.17,3797556.93,Unit,"₹1,529,373 - ₹3,797,557/Unit",Bharat Enterprises,Vadodara,Gujarat,False,3.6,199,10 Piece,High-quality industrial grinder sourced directly from manufacturers.,,2026-06-12T12:55:32.815129,synthetic
Heat Treatment Furnace,Industrial Machinery,2599407.86,3980449.33,Unit,"₹2,599,408 - ₹3,980,449/Unit",Raj International,Ludhiana,Punjab,True,4.1,226,500 Unit,High-quality heat treatment furnace sourced directly from manufacturers.,,2026-06-12T12:55:32.815222,synthetic
Industrial Pump,Industrial Machinery,1704298.12,3484282.87,Unit,"₹1,704,298 - ₹3,484,283/Piece",Royal Manufacturers,Delhi,Delhi,True,4.7,463,5 Set,High-quality industrial pump sourced directly from manufacturers.,,2026-06-12T12:55:32.813841,synthetic
Acetone Solvent,Chemical & Pharma,13341.51,18712.42,MT,"₹13,342 - ₹18,712/MT",Royal Solutions,Delhi,Delhi,False,4.2,492,5 Litre,High-quality acetone solvent sourced directly from manufacturers.,,2026-06-12T12:55:32.829138,synthetic
Moringa Leaf Powder,Agricultural Products,836.57,1618.74,Quintal,"₹837 - ₹1,619/Quintal",Modern International,Pune,Maharashtra,True,3.9,403,5 MT,High-quality moringa leaf powder sourced directly from manufacturers.,,2026-06-12T12:55:32.834875,synthetic
CNC Milling Machine,Industrial Machinery,1773958.07,3944704.73,Unit,"₹1,773,958 - ₹3,944,705/Unit",Global Corporation,Mumbai,Maharashtra,True,,,5 Unit,High-quality cnc milling machine sourced directly from manufacturers.,,2026-06-12T12:55:32.810712,synthetic
